publication_ID	source_file	Pages	Type	Volume	DOI	Issue	OpenAlex_ID	OA_Licence	Authors	Is_OA	Title	Abstract	Corresponding_Institutions	Grants	OA_Status	Year	Referenced_Works	Is_Paratext	OA_URL	Language	Journal	Cited_by	Corresponding_Authors
PA_PUB_0000058	IRAS_openalex.tsv	175-178	article	46	https://doi.org/10.1177/002085238004600206	2	https://openalex.org/W2084504477		Guy Thuillier (Guy Thuillier); Author_ID: https://openalex.org/A5060509530; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: Conseiller référendaire à la Cour des comptes | Jean Tulard (Jean Tulard); Author_ID: https://openalex.org/A5074140126; ORCID: None; Position: last; Countries: FR; Institutions: École Pratique des Hautes Études ### ID: https://openalex.org/I159885104 ### ROR: https://ror.org/046b3cj80 ### Type: education; Affiliations: Directeur d'etudes à la IVe section de l'Ecole Pratique des Hautes Etudes (Paris)	FALSE	Aspects de la fonction publique en France au XIXème siècle				closed	1980		FALSE		fr	International Review of Administrative Sciences	0	
PA_PUB_0000059	SCIPUB_openalex.tsv	None-None	article		https://doi.org/10.1093/spp/7.5.327		https://openalex.org/W2944235724		"P. T. G. Gutmann (Peter Gutmann); Author_ID: https://openalex.org/A5108606148; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: National Intelligence Department, National Westminister Bank, UK"	FALSE	Assessing country risk	"Assessing country risk Get access Peter Gutmann Peter Gutmann National Intelligence Department, National Westminister Bank, UK Search for other works by this author on: Oxford Academic Google Scholar Science and Public Policy, Volume 7, Issue 5, October 1980, Pages 327–336, https://doi.org/10.1093/spp/7.5.327 Published: 01 October 1980"			closed	1980		FALSE		en	Science and Public Policy	13	https://openalex.org/A5108606148
PA_PUB_0000060	SCIPUB_openalex.tsv	None-None	article		https://doi.org/10.1093/spp/7.5.365		https://openalex.org/W2765253613		"Steven Thomas Russell (S Russell); Author_ID: https://openalex.org/A5107991676; ORCID: https://orcid.org/0000-0002-5491-900X; Position: first; Countries: GB; Institutions: Aston University ### ID: https://openalex.org/I169199633 ### ROR: https://ror.org/05j0ve876 ### Type: education; Affiliations: Technology Policy Unit, University at Aston in Birmingham, UK | R Ferguson (R A D Ferguson); Author_ID: https://openalex.org/A5103009060; ORCID: https://orcid.org/0000-0003-4694-2266; Position: last; Countries: GB; Institutions: Newcastle University ### ID: https://openalex.org/I84884186 ### ROR: https://ror.org/01kj2bm70 ### Type: education; Affiliations: Department of Mechanical Engineering, University of Newcastle upon Tyne, UK"	FALSE	Assessing the health costs of fuel systems	"Assessing the health costs of fuel systems Get access S Russell, S Russell Technology Policy Unit, University at Aston in Birmingham, UK Search for other works by this author on: Oxford Academic Google Scholar R A D Ferguson R A D Ferguson Department of Mechanical Engineering, University of Newcastle upon Tyne, UK Search for other works by this author on: Oxford Academic Google Scholar Science and Public Policy, Volume 7, Issue 5, October 1980, Pages 365–376, https://doi.org/10.1093/spp/7.5.365 Published: 01 October 1980"			closed	1980		FALSE		en	Science and Public Policy	4	
PA_PUB_0000061	SCIPUB_openalex.tsv	145-152	article	7	https://doi.org/10.1093/spp/7.2.145	2	https://openalex.org/W4232154918		"Atkins Research and Development, UK (Atkins Research and Development, UK); Author_ID: None; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A"	FALSE	Assessment of industrial environmental impact	"Journal Article Assessment of industrial environmental impact Get access Atkins Research and Development, UK Atkins Research and Development, UK Search for other works by this author on: Oxford Academic Google Scholar Science and Public Policy, Volume 7, Issue 2, April 1980, Pages 145–152, https://doi.org/10.1093/spp/7.2.145 Published: 01 April 1980"			closed	1980		FALSE		en	Science and Public Policy	2	
PA_PUB_0000062	LGS_openalex.tsv	57-68	article	6	https://doi.org/10.1080/03003938008432905	6	https://openalex.org/W2071025516		"Patricia Broadfoot (Patricia Broadfoot); Author_ID: https://openalex.org/A5007301015; ORCID: None; Position: first; Countries: US; Institutions: Hill College ### ID: https://openalex.org/I2802994108 ### ROR: https://ror.org/045yjdg59 ### Type: education; Affiliations: Westhill College of Higher Education , Birmingham"	FALSE	"Assessment, curriculum and control in the changing pattern of centre‐local relations"	"(1980). Assessment, curriculum and control in the changing pattern of centre‐local relations. Local Government Studies: Vol. 6, Partners and Power in Education, pp. 57-68."	https://openalex.org/I2802994108		closed	1980	https://openalex.org/W6610226505 | https://openalex.org/W2005786565 | https://openalex.org/W349925998 | https://openalex.org/W278593159 | https://openalex.org/W1486062867	FALSE		en	Local Government Studies	0	https://openalex.org/A5007301015
PA_PUB_0000063	IJPM_openalex.tsv	411-433	article	2	https://doi.org/10.1080/01900698008524388	4	https://openalex.org/W2034651210		"James J. Glass (James J. Glass); Author_ID: https://openalex.org/A5040078068; ORCID: None; Position: first; Countries: US; Institutions: Texas State University ### ID: https://openalex.org/I13511017 ### ROR: https://ror.org/05h9q1g27 ### Type: education || University of North Texas ### ID: https://openalex.org/I123534392 ### ROR: https://ror.org/00v97ad02 ### Type: education; Affiliations: Department of Political Science , North Texas State University , Denton, Texas, 76203 | Charldean Newell (Charldean Newell); Author_ID: https://openalex.org/A5075987346; ORCID: None; Position: last; Countries: US; Institutions: Texas State University ### ID: https://openalex.org/I13511017 ### ROR: https://ror.org/05h9q1g27 ### Type: education || University of North Texas ### ID: https://openalex.org/I123534392 ### ROR: https://ror.org/00v97ad02 ### Type: education; Affiliations: Department of Political Science , North Texas State University , Denton, Texas, 76203"	FALSE	Attaining participatory objectives: Citizen information and training needs	"Abstract In this article the authors examine three interrelated elements of citizen participation: participatory objectives, participation techniques, and citizen information and training needs. Four objectives of citizen participation are identified, and techniques are then categorized according to their most appropriate objective. Each objective and its associate techniques are examined in terms of participant training and information needs. The intent is to illustrate the relationship between participatory objectives and techniques and that training and information relevant to the techniques selected is necessary."			closed	1980	https://openalex.org/W2008251417 | https://openalex.org/W2161727319 | https://openalex.org/W2584089912 | https://openalex.org/W2025832786 | https://openalex.org/W2313439621 | https://openalex.org/W2313948748 | https://openalex.org/W2987320177 | https://openalex.org/W2325670647 | https://openalex.org/W4302209321	FALSE		en	International Journal of Public Administration	0	
PA_PUB_0000064	PUBPERS_openalex.tsv	31-35	article	9	https://doi.org/10.1177/009102608000900106	1	https://openalex.org/W2739454661		Leland G. Verheyen (Leland G. Verheyen); Author_ID: https://openalex.org/A5052196348; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A | Louis Olivas (Louis Olivas); Author_ID: https://openalex.org/A5068751562; ORCID: None; Position: last; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Attitude Survey Supports Training Needs				closed	1980		FALSE		en	Public Personnel Management	2	
PA_PUB_0000065	PAR_openalex.tsv	259-259	article	40	https://doi.org/10.2307/975380	3	https://openalex.org/W2327775306		Richard E. Brown (Richard E. Brown); Author_ID: https://openalex.org/A5042673550; ORCID: https://orcid.org/0000-0002-4219-7214; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A | R Craft (Ralph Craft); Author_ID: https://openalex.org/A5112402876; ORCID: None; Position: last; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Auditing and Public Administration: The Unrealized Partnership				closed	1980		FALSE		en	Public Administration Review	13	
PA_PUB_0000066	POLSTUJOU_openalex.tsv	906-912	article	8	https://doi.org/10.1111/j.1541-0072.1980.tb01182.x	6	https://openalex.org/W1997681668		E. Terrence Jones (E. Terrence Jones); Author_ID: https://openalex.org/A5109037739; ORCID: https://orcid.org/0009-0002-8747-1624; Position: first; Countries: US; Institutions: University of Missouri–St. Louis ### ID: https://openalex.org/I208333798 ### ROR: https://ror.org/037cnag11 ### Type: education; Affiliations: University of Missouri–St. Louis#TAB#	FALSE	BLOCK GRANTS AND URBAN POLICIES: IMPLETATION AND IMPACT	"ABSTRACT In the 1970's, the federal government has made greater use of block grants to encourage subnational units to pursue national goals. Using two jurisdictions—St. Louis City and St. Louis County—and two block grant programs—Community Development and Comprehensive Employment and Training—as case studies, this essay describes how differences in local polities affects policy implementation and policy impact. The tentative conclusion is that maintaining local autonomy and achieving national goals are far from mutually compatible."	https://openalex.org/I208333798		closed	1980	https://openalex.org/W4241008725 | https://openalex.org/W2321538967 | https://openalex.org/W2317174730 | https://openalex.org/W2006021834 | https://openalex.org/W2330894639 | https://openalex.org/W1988522004 | https://openalex.org/W2035723681	FALSE		en	Policy Studies Journal	8	https://openalex.org/A5109037739
PA_PUB_0000067	CANPUB_openalex.tsv	417-417	article	6	https://doi.org/10.2307/3550024	2	https://openalex.org/W2314917566		Lionel D. Feldman (Lionel D. Feldman); Author_ID: https://openalex.org/A5089144744; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A | Katherine A. Graham (Katherine A. Graham); Author_ID: https://openalex.org/A5103221857; ORCID: https://orcid.org/0000-0003-2388-944X; Position: last; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Bargaining for Cities. Municipalities and Intergovernmental Relations: An Assessment				closed	1980		FALSE		en	Canadian Public Policy	13	
PA_PUB_0000068	POLANDPOL_openalex.tsv	443-456	article	8	https://doi.org/10.1332/030557380782638889	4	https://openalex.org/W2044176728		Yael Azmon (Yael Azmon); Author_ID: https://openalex.org/A5049520794; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Bargaining in Physical Planning in Israel: A comparison with the British Experience	"The latest research in the field of physical planning in England indicates that there is an impressive rise in bargaining between the planning authorities and applicants for building permits. The physical planning system in England has undergone another process of change in the last decade: a growing flexibility manifested in the change from ‘development plans’, which are binding plans, to ‘structure plans’ that present only general principles of planning to be taken into consideration by planning authorities when granting building permits. Thus the following question presents itself: Are the two processes of change in the area of physical planning related to each other? Is the rising amount of bargaining with planning authorities due to the growing flexibility in the physical planning system; or is the rising bargaining in the area of physical planning, as J. Jowell suggests, due mainly to a more general phenomenon of increasing corporatism in English politics; or to both of them? To put it in more general terms: Is the increase in bargaining within the functioning of the physical planning system related to factors internal to the physical planning system or external to it?"			closed	1980		FALSE		en	Policy & Politics	1	https://openalex.org/A5049520794
PA_PUB_0000069	PAR_openalex.tsv	302-302	article	40	https://doi.org/10.2307/975395	3	https://openalex.org/W2331073547		Joel L. Nitzkin (Joel L. Nitzkin); Author_ID: https://openalex.org/A5007966312; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Barriers to Integration				closed	1980		FALSE		en	Public Administration Review	0	https://openalex.org/A5007966312
PA_PUB_0000070	CANPUB_openalex.tsv	389-389	article	6	https://doi.org/10.2307/3550007	2	https://openalex.org/W2041388889		Michael Sumner (M. T. Sumner); Author_ID: https://openalex.org/A5087673842; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Benefit-Cost Analysis in Canadian Practice	"The revised and extended Benefit-Cost Analysis Guide (Treasury Board, 1976) provides an excellent introduction to the conceptual basis of B-C, its translation into practice and the more common errors to be avoided. More importantly, it represents an authoritative view on some of the most contentions questions debated in the literature. The purpose of this note is to argue that the Guide's treatment of one such question, the calculation and use of the social discount rate, is incorrect: the recommended rate is too high, and yet if used in the way suggested it would do nothing to prevent excessive transfer of resources to the public sector through one particular channel."			closed	1980	https://openalex.org/W1969038315 | https://openalex.org/W1989591995 | https://openalex.org/W1548234284 | https://openalex.org/W2046104782 | https://openalex.org/W2056050668	FALSE		en	Canadian Public Policy	9	https://openalex.org/A5087673842
PA_PUB_0000071	PAR_openalex.tsv	317-317	article	40	https://doi.org/10.2307/3110257	4	https://openalex.org/W2323107224		Randy H. Hamilton (Randy H. Hamilton); Author_ID: https://openalex.org/A5010086910; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A | Bernard Shaw (Bernard Shaw); Author_ID: https://openalex.org/A5110826552; ORCID: None; Position: last; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Bernard Shaw's Reflections on Being a City Councilman	"5. Alexis de Tocqueville, Democracy in America, edited by Phillip Bradley (New York: Alfred A. Knopf, 1966). See especially the Fourth Book of Volume II. There Tocqueville states the general conclusions to his two-volume study. 6. Hobbes, op. cit., p. 109. 7. Ibid., p. 68. 8. Ibid., p. 232. 9. Idem. 10. Ibid., p. 239. 11. Ibid., pp. 240-241. 12. Garrett Hardin, Tragedy of the Commons, 162 Science (December 1968), pp. 1243-1248. 13. Mancur Olson, The Logic of Collective Action (Cambridge, Mass.: Harvard University Press, 1965). 14. Gordon Tullock, The Politics of Bureaucracy (Washington, D.C.: Public Affairs Press, 1965)."			closed	1980	https://openalex.org/W2009340036	FALSE		en	Public Administration Review	1	
PA_PUB_0000072	PAR_openalex.tsv	47-47	article	40	https://doi.org/10.2307/976108	1	https://openalex.org/W2316789344		Paul Terrell (Paul Terrell); Author_ID: https://openalex.org/A5031321066; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Beyond the Categories: Human Service Managers View the New Federal Aid	"Social agency chief executives in six program areas--welfare, health, mental health, community action, model cities, and community mental health centers--were surveyed to determine their reaction to the recent revenue sharing/block grant efforts to decentralize the federal aid system. Despite their strong belief that social initiatives and values were advanced principally by federal action, and that excessive reliance on state and local officials could severely jeopardize social programs with weak constituencies, agency executives also recognized major weaknesses in traditional categorical grant policy and, to varying degrees, supported revenue sharing and block grant alternatives. Those agencies largely dependent on federal support for their survival--model cities, community action programs, and community mental health centers--tended to support the new aid efforts only reluctantly. Those agencies more fully integrated into the regular policy-making arrangements of local government--health, welfare, and mental health agencies--were considerably more positive in their endorsement of greater decentralization."			closed	1980	https://openalex.org/W2769503686	FALSE		en	Public Administration Review	2	https://openalex.org/A5031321066
PA_PUB_0000073	PUBPERS_openalex.tsv	296-301	article	9	https://doi.org/10.1177/009102608000900412	4	https://openalex.org/W2739100905		James McCollum (James K. McCollum); Author_ID: https://openalex.org/A5109073568; ORCID: None; Position: first; Countries: US; Institutions: Auburn University ### ID: https://openalex.org/I82497590 ### ROR: https://ror.org/02v80fc35 ### Type: education; Affiliations: Auburn University	FALSE	Bilateral Interaction v. Unilateral Fulfillment		https://openalex.org/I82497590		closed	1980		FALSE		en	Public Personnel Management	0	https://openalex.org/A5109073568
PA_PUB_0000074	CANPUB_openalex.tsv	47-47	article	6	https://doi.org/10.2307/3550068	1	https://openalex.org/W2026363947		Erve Chambers (E. J. Chambers); Author_ID: https://openalex.org/A5048604266; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A | Matthew Dunn (M. James Dunn); Author_ID: https://openalex.org/A5050764640; ORCID: https://orcid.org/0000-0003-4615-5078; Position: middle; Countries: N/A; Institutions: N/A; Affiliations: N/A | David Gillen (David W. Gillen); Author_ID: https://openalex.org/A5074539871; ORCID: https://orcid.org/0000-0001-7047-2669; Position: middle; Countries: N/A; Institutions: N/A; Affiliations: N/A | David Gordon Tyndall (D. Gordon Tyndall); Author_ID: https://openalex.org/A5080599640; ORCID: None; Position: last; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Bill C-20: An Evaluation from the Perspective of Current Transportation Policy and Regulatory Performance	"Initially this paper offers historical perspective on the principles of transportation policy contained in the 1967 National Transportation Act. There follows an evaluation of the structure, conduct and performance of the Canadian Transport Commission in carrying out dual policy advisory and regulatory roles. Certain deficiencies are identified in the NTA itself and in CTC conduct and performance. The latter part of the paper (i) considers the extent to which Bill C-20 is likely to remedy these deficiencies, and (ii) offers a proposal for restructuring the CTC to address regional as well as modal realities, and to better accommodate policy advisory and regulatory roles within a single agency."			closed	1980	https://openalex.org/W580202284 | https://openalex.org/W2024650514 | https://openalex.org/W110408665 | https://openalex.org/W366008820 | https://openalex.org/W2095494431	FALSE		en	Canadian Public Policy	0	
PA_PUB_0000075	PAR_openalex.tsv	01-Jan	article	40	https://doi.org/10.2307/976100	1	https://openalex.org/W2329715642		Lynton K. Caldwell (Lynton K. Caldwell); Author_ID: https://openalex.org/A5112092410; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Biology and Bureaucracy: The Coming Confrontation				closed	1980		FALSE		en	Public Administration Review	20	https://openalex.org/A5112092410
PA_PUB_0000076	POLSTU_openalex.tsv	72-79	article	1	https://doi.org/10.1080/01442878008423305	2	https://openalex.org/W2091597716		"Roger Morgan (Roger Morgan); Author_ID: https://openalex.org/A5100918056; ORCID: None; Position: first; Countries: BE; Institutions: Centre for European Policy Studies ### ID: https://openalex.org/I4210086988 ### ROR: https://ror.org/000a2sx58 ### Type: nonprofit; Affiliations: Head of the European Centre for Political Studies , PSI"	FALSE	Britain's role in the European community		https://openalex.org/I4210086988		closed	1980	https://openalex.org/W2027292395 | https://openalex.org/W603497851	FALSE		en	Policy Studies	0	https://openalex.org/A5100918056
PA_PUB_0000077	PUBADM_openalex.tsv	13-24	article	58	https://doi.org/10.1111/j.1467-9299.1980.tb00386.x	1	https://openalex.org/W1967823258		Maurice R. Garner (M. R. GARNER); Author_ID: https://openalex.org/A5111640997; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: Mr. Garner was formerly an Under‐Secretary in the Department of Trade and Industry.	FALSE	British Airways and British Aerospace: Limbo for Two Enterprises				closed	1980		FALSE		en	Public Administration	1	https://openalex.org/A5111640997
PA_PUB_0000078	JSOCPOL_openalex.tsv	289-312	article	9	https://doi.org/10.1017/s0047279400001355	3	https://openalex.org/W2151481997		Alan Maynard (Alan Maynard); Author_ID: https://openalex.org/A5110156703; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A | Anne Ludbrook (Anne Ludbrook); Author_ID: https://openalex.org/A5056186420; ORCID: https://orcid.org/0000-0003-2558-7728; Position: last; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Budget Allocation in the National Health Service	"ABSTRACT The objective of this article is to analyse the way in which budget allocation decisions have been made in the National Health Service (NHS) of Britain. Despite the criticisms of the pre-1948 health care system on the grounds of geographical inequity, it was not until nearly twenty-five years after the service's inception that explicit allocation formulae were devised and implemented in an attempt to achieve equity, defined as equal financial resources for health care for those in equal need. The article is divided into four sections; the first analyses briefly the establishment of the NHS in 1948 and the failure of policy-makers to rectify the significant inequalities in the distribution of health care inputs between the regions. The second section is concerned with the official recognition of the policy problem of geographical inequality in resources and the first attempt to rectify it. In the third section the most recent set of resource allocation formulae for England, Scotland and Wales will be analysed and compared. The final section offers some brief conclusions."			closed	1980	https://openalex.org/W1995491970 | https://openalex.org/W1973080973 | https://openalex.org/W2153108409 | https://openalex.org/W4240792744 | https://openalex.org/W1988107846 | https://openalex.org/W1987144596 | https://openalex.org/W2107999364 | https://openalex.org/W2171426633 | https://openalex.org/W6680211894 | https://openalex.org/W4242997351 | https://openalex.org/W2069451681 | https://openalex.org/W2039328146 | https://openalex.org/W2085317242 | https://openalex.org/W1974806732 | https://openalex.org/W2031053175 | https://openalex.org/W2061360142 | https://openalex.org/W2122390586 | https://openalex.org/W6677667460 | https://openalex.org/W2462822623 | https://openalex.org/W1987118673 | https://openalex.org/W2119731090 | https://openalex.org/W4285719527 | https://openalex.org/W2606681694 | https://openalex.org/W2582344991 | https://openalex.org/W2067365358 | https://openalex.org/W2136113054 | https://openalex.org/W1540056755 | https://openalex.org/W2167693765 | https://openalex.org/W4206668008 | https://openalex.org/W4244037279	FALSE		en	Journal of Social Policy	35	
PA_PUB_0000079	ADMINSOC_openalex.tsv	445-460	article	11	https://doi.org/10.1177/009539978001100404	4	https://openalex.org/W2133785351		James E. Skok (James E. Skok); Author_ID: https://openalex.org/A5010172512; ORCID: None; Position: first; Countries: US; Institutions: Pennsylvania State University ### ID: https://openalex.org/I130769515 ### ROR: https://ror.org/04p491231 ### Type: education; Affiliations: Pennsylvania State University	FALSE	Budgetary Politics and Decision-Making	"In this article, a study of the budget process in Pennsylvania state government over the two fiscal years 1975-1976 and 1976-1977 is conducted in an effort to develop a hypothesis which accurately reflects the empirical events of the actual process during that period and which takes into account other recent empirical research findings. It is concluded that in state government budgeting there are two distinct styles of budgetary decision-making- distributive and redistributive. As long as the process remains in a distributive mode, rational-comprehensive approaches and techniques may have some success in influencing the final outcome; however, when the process turns from distributive to redistributive, rational-comprehensive analysis is replaced by traditional partisan-mutual-adjustment techniques."	https://openalex.org/I130769515		closed	1980	https://openalex.org/W2327142471 | https://openalex.org/W6603055784 | https://openalex.org/W2313563931 | https://openalex.org/W2328875342 | https://openalex.org/W2150459713 | https://openalex.org/W2120727354 | https://openalex.org/W2325501595 | https://openalex.org/W1966773450 | https://openalex.org/W1552545097 | https://openalex.org/W1566998961 | https://openalex.org/W1513955264 | https://openalex.org/W1490065266 | https://openalex.org/W2118047101 | https://openalex.org/W1487968933 | https://openalex.org/W4253826503 | https://openalex.org/W2917463123 | https://openalex.org/W73632949 | https://openalex.org/W1967030322 | https://openalex.org/W2553652709	FALSE		en	Administration & Society	14	https://openalex.org/A5010172512
PA_PUB_0000080	PAD_openalex.tsv	250-261	article	19	https://doi.org/10.1002/j.1099-162x.1980.tb01078.x	4	https://openalex.org/W3154191339		David N. Thompson (David Thompson); Author_ID: https://openalex.org/A5088173580; ORCID: https://orcid.org/0000-0002-9096-8642; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Budgetary Structures in Developing Countries				closed	1980		FALSE		en	Public Administration and Development	0	https://openalex.org/A5088173580
PA_PUB_0000081	PAR_openalex.tsv	194-194	article	40	https://doi.org/10.2307/975632	2	https://openalex.org/W2332341047		James P. Pfiffner (James P. Pfiffner); Author_ID: https://openalex.org/A5013330221; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A | Aaron Wíldavsky (Aaron Wildavsky); Author_ID: https://openalex.org/A5057247757; ORCID: None; Position: middle; Countries: N/A; Institutions: N/A; Affiliations: N/A | Albert C. Hyde (Albert C. Hyde); Author_ID: https://openalex.org/A5113927519; ORCID: None; Position: middle; Countries: N/A; Institutions: N/A; Affiliations: N/A | Jay M. Shafritz (Jay M. Shafritz); Author_ID: https://openalex.org/A5010838120; ORCID: None; Position: middle; Countries: N/A; Institutions: N/A; Affiliations: N/A | Fred A. Kramer (Fred A. Kramer); Author_ID: https://openalex.org/A5046742284; ORCID: None; Position: middle; Countries: N/A; Institutions: N/A; Affiliations: N/A | Lance T. LeLoup (Lance T. LeLoup); Author_ID: https://openalex.org/A5067270866; ORCID: None; Position: middle; Countries: N/A; Institutions: N/A; Affiliations: N/A | Dennis S. Ippolito (Dennis S. Ippolito); Author_ID: https://openalex.org/A5060385587; ORCID: None; Position: middle; Countries: N/A; Institutions: N/A; Affiliations: N/A | John Wanat (John Wanat); Author_ID: https://openalex.org/A5056579781; ORCID: None; Position: middle; Countries: N/A; Institutions: N/A; Affiliations: N/A | Joel Havemann (Joel Havemann); Author_ID: https://openalex.org/A5039544655; ORCID: None; Position: middle; Countries: N/A; Institutions: N/A; Affiliations: N/A | Thomas D. Lynch (Thomas D. Lynch); Author_ID: https://openalex.org/A5112452667; ORCID: None; Position: last; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	"Budgeting and the ""People's Reform"""				closed	1980		FALSE		en	Public Administration Review	1	
PA_PUB_0000082	PAR_openalex.tsv	321-321	article	40	https://doi.org/10.2307/3110258	4	https://openalex.org/W2331172020		Michael E. Gleeson (Michael E. Gleeson); Author_ID: https://openalex.org/A5111914387; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Budgeting for Federal Housing Programs: A Problem and What to Do about It	"The question is whether the federal government has budgeted too little, too much, or just the right amount to meet contractual commitments for Section 8, the nation's largest housing construction subsidy program.' This paper will argue that the authorized budget authority is not sufficient to meet the full term of commitments, and will analyze alternative means of addressing the problem. The paper concludes with a discussion of ways to prevent the problem from arising in the future."			closed	1980		FALSE		en	Public Administration Review	0	https://openalex.org/A5111914387
PA_PUB_0000083	PAR_openalex.tsv	40-40	article	40	https://doi.org/10.2307/976107	1	https://openalex.org/W2332392170		Naomi Caiden (Naomi Caiden); Author_ID: https://openalex.org/A5080171939; ORCID: None; Position: first; Countries: N/A; Institutions: N/A; Affiliations: N/A	FALSE	Budgeting in Poor Countries: Ten Common Assumptions Re-Examined	"If there was ever a subject which has been overwritten, over-analyzed and over-theorized with so little practical result to show for the effort, it is budgeting in poor countries. Report after report by reputable experts has exhorted, cajoled, and pleaded in almost identical terms, yet the very consistency of the findings and prescriptions of these reports indicates that little has resulted in the way of budgetary improvement over the years.' The same complaints occur with disturbing regularity. After two decades of criticism, for example, a 1975 report was still lamenting inconsistent classification used in budgeting, planning, and national accounting, lack of integration in the budget document, a short time perspective, inadequacies of traditional budget classification, academic model building, and over-centralization.2 There are still the same problems in gaining accurate, up-to-date, and timely information.3 Failure to budget recurrent costs of capital projects remains commonplace with disastrous results.4 Inadequate coordination between planning and budgeting is seen as a persistent problem.5 Those actually doing the budgeting in poor countries find few concrete suggestions they can activate amid the torrent of verbiage. The experts for their part are increasingly frustrated because the principles they espouse remain on paper.' What has gone wrong and why has so little progress been made? One problem would seem to be the assumption that the major difficulties of budgeting in poor countries are understood and agreed upon. There seems reason to question this premise in the light of difficulties in applying theory to practice. If the theorists are unclear as to their objectives, or if those objectives are inapplicable and unrealizable in the reality of the administrative contexts to which they are directed, it is little wonder that nothing much has happened to their prescriptions. This paper is directed toward an assessment of some common assumptions of the budgeting literature addressed to poor countries. Because budgeting touches so many aspects of government administration and policy, the assumptions made by anyone attempting to theorize about it are, of necessity, legion. Ten have been selected for discussion."			closed	1980	https://openalex.org/W2136153596 | https://openalex.org/W2327000313	FALSE		en	Public Administration Review	19	https://openalex.org/A5080171939
PA_PUB_0000084	POLSTUJOU_openalex.tsv	53-60	article	9	https://doi.org/10.1111/j.1541-0072.1980.tb00921.x	1	https://openalex.org/W2003814577		Gerald Auten (Gerald E. Auten); Author_ID: https://openalex.org/A5019464182; ORCID: None; Position: first; Countries: US; Institutions: Bowling Green State University ### ID: https://openalex.org/I157417397 ### ROR: https://ror.org/00ay7va13 ### Type: education; Affiliations: [Bowling Green State University]	FALSE	CAPITAL GAINS TAXES AND REALIZATIONS: CAN A TAX CUT PAY FOR ITSELF?*	"ABSTRACT This paper is concerned with the effects of capital gains taxes on realizations of accrued capital gains. Previous empirical studies are summarized and exploratory new research using pooled cross‐section and time‐series tax data is presented. Capital gains realizations are found to be responsive to capital gains tax rates. The magnitude of the response, however, is not sufficient to support the conclusion that a capital gains tax cut would pay for itself."	https://openalex.org/I157417397		closed	1980	https://openalex.org/W29060053 | https://openalex.org/W2087052789 | https://openalex.org/W2041037901 | https://openalex.org/W3137869732 | https://openalex.org/W3138150334 | https://openalex.org/W3124605937 | https://openalex.org/W4241724657 | https://openalex.org/W2046709716	FALSE		en	Policy Studies Journal	1	https://openalex.org/A5019464182
